key	domain	es_mx	pt_br
sesgo.escalation-commitment.question.1.option.0.text	sesgo	Inyecto los $200K restantes — no puedo darme por vencido después de tanto sacrificio	Injeto os R$ 60 mil restantes — não posso desistir depois de tanto sacrifício
sesgo.escalation-commitment.question.1.option.0.reveal	sesgo	Escalada de compromiso: los $800K ya no se pueden recuperar. La pregunta es si los $200K tienen mejor retorno en este proyecto o en otro	Escalada de compromisso: os R$ 250 mil já não podem ser recuperados. A pergunta é se os R$ 60 mil têm melhor retorno neste projeto ou em outro
sesgo.escalation-commitment.question.1.option.1.text	sesgo	Evalúo si hay evidencia nueva que justifique continuar, o si es momento de un pivot o cierre	Avalio se há evidências novas que justifiquem continuar, ou se é hora de um pivot ou encerramento
sesgo.escalation-commitment.question.1.option.1.reveal	sesgo	Racional: la decisión se hace con los datos actuales, no con el peso emocional del pasado	Racional: a decisão é tomada com os dados atuais, não com o peso emocional do passado
sesgo.escalation-commitment.question.2.situation	sesgo	Llevas 3 años en un proyecto laboral que te tiene infeliz. Tu lógica para quedarte es "ya invertí mucho aquí". ¿Es un buen argumento?	Você está há 3 anos em um projeto profissional que te deixa infeliz. Sua lógica para ficar é "já investi muito aqui". É um bom argumento?
sesgo.escalation-commitment.question.2.option.0.text	sesgo	Sí — es válido considerar todo lo que construí antes de renunciar	Sim — é válido considerar tudo o que construí antes de pedir demissão
sesgo.escalation-commitment.question.2.option.0.reveal	sesgo	Escalada de compromiso: lo que ya invertiste no cambia lo que ganarás o perderás hacia adelante. La decisión se hace desde hoy	Escalada de compromisso: o que você já investiu não muda o que você vai ganhar ou perder daqui para frente. A decisão parte de hoje
sesgo.escalation-commitment.question.2.option.1.text	sesgo	No — lo que ya invertí no recuperaré. La pregunta es qué quiero construir a partir de hoy	Não — o que já investi não vou recuperar. A pergunta é o que quero construir a partir de hoje
sesgo.escalation-commitment.question.2.option.1.reveal	sesgo	Racional: el tiempo pasado no se puede recuperar. Solo el tiempo futuro está en juego	Racional: o tempo passado não pode ser recuperado. Só o tempo futuro está em jogo
sesgo.escalation-commitment.fixation.0.question	sesgo	¿Qué distingue la escalada de compromiso de simplemente ser perseverante?	O que distingue a escalada de compromisso de simplesmente ser perseverante?
sesgo.escalation-commitment.fixation.0.option.0	sesgo	La escalada ignora nueva evidencia negativa y continúa por lo ya invertido; la perseverancia responde a fundamentos reales	A escalada ignora evidências negativas novas e continua pelo que já foi investido; a perseverança responde a fundamentos reais
sesgo.escalation-commitment.fixation.0.option.1	sesgo	La escalada solo ocurre en grandes inversiones; la perseverancia aplica a decisiones cotidianas	A escalada só ocorre em grandes investimentos; a perseverança se aplica a decisões cotidianas
sesgo.escalation-commitment.fixation.0.option.2	sesgo	La perseverancia es siempre racional; la escalada siempre es irracional sin excepción	A perseverança é sempre racional; a escalada é sempre irracional sem exceção
sesgo.escalation-commitment.fixation.1.question	sesgo	Un CEO lleva 3 años defendiendo una división que pierde dinero. Los datos empeoran cada trimestre. ¿Qué sesgos combinados explican su comportamiento?	Um CEO leva 3 anos defendendo uma divisão que dá prejuízo. Os dados pioram a cada trimestre. Quais vieses combinados explicam seu comportamento?
sesgo.escalation-commitment.fixation.1.option.0	sesgo	Escalada de compromiso + aversión a la pérdida + ilusión de control: no puede admitir el fracaso y cree que puede revertirlo	Escalada de compromisso + aversão à perda + ilusão de controle: não consegue admitir o fracasso e acredita que pode revertê-lo
sesgo.escalation-commitment.fixation.1.option.1	sesgo	Exceso de confianza + efecto manada: confía en que el mercado eventualmente validará su estrategia	Excesso de confiança + efeito manada: confia que o mercado eventualmente validará sua estratégia
sesgo.escalation-commitment.fixation.1.option.2	sesgo	Sesgo de confirmación + representatividad: interpreta los datos negativos como casos excepcionales	Viés de confirmação + representatividade: interpreta os dados negativos como casos excepcionais
sesgo.escalation-commitment.fixation.2.question	sesgo	¿Qué es la "táctica del nuevo CEO" como antídoto a la escalada?	O que é a "tática do novo CEO" como antídoto à escalada?
sesgo.escalation-commitment.fixation.2.option.0	sesgo	Preguntarse: "Si llegara hoy sin historia en este proyecto, ¿tomaría esta misma decisión?" — juzgar sin equipaje emocional	Perguntar-se: "Se eu chegasse hoje sem histórico neste projeto, tomaria essa mesma decisão?" — julgar sem bagagem emocional
sesgo.escalation-commitment.fixation.2.option.1	sesgo	Contratar un consultor externo que no tenga vínculos con el proyecto para que evalúe objetivamente	Contratar um consultor externo que não tenha vínculos com o projeto para avaliá-lo objetivamente
sesgo.escalation-commitment.fixation.2.option.2	sesgo	Establecer desde el inicio criterios claros de éxito y fracaso que no puedan modificarse después	Estabelecer desde o início critérios claros de sucesso e fracasso que não possam ser modificados depois
sesgo.anclaje.name	sesgo	Anclaje y Ajuste	Ancoragem e Ajuste
sesgo.anclaje.definition	sesgo	Dependemos excesivamente de un valor inicial (el "ancla") para hacer estimaciones, ajustando insuficientemente desde ese punto.	Dependemos excessivamente de um valor inicial (a "âncora") para fazer estimativas, ajustando de forma insuficiente a partir desse ponto.
sesgo.anclaje.description	sesgo	El sesgo de Anclaje, descrito por Kahneman y Tversky, muestra que cualquier número que veamos primero actúa como punto de referencia que contamina todas las estimaciones posteriores. Dan Ariely lo llama "Coherencia Arbitraria": el primer precio que vemos se convierte en el estándar mental, incluso si fue completamente aleatorio.	O viés de Ancoragem e Ajuste, descrito por Kahneman e Tversky, mostra que qualquer número que vejamos primeiro age como ponto de referência que contamina todas as estimativas posteriores. Dan Ariely chama isso de "Coerência Arbitrária": o primeiro preço que vemos se torna o padrão mental, mesmo que tenha sido completamente aleatório.
sesgo.anclaje.mechanism	sesgo	El Sistema 1 es insuficientemente crítico con el ancla inicial. El ajuste desde el ancla siempre es insuficiente porque nos detenemos en el primer valor "plausible". No importa si el ancla es relevante o ridícula — su efecto persiste.	O Sistema 1 é insuficientemente crítico com a âncora inicial. O ajuste a partir da âncora é sempre insuficiente porque paramos no primeiro valor "plausível". Não importa se a âncora é relevante ou absurda — seu efeito persiste.
sesgo.anclaje.trapQuestion	sesgo	¿Cuánta gente hay en Turquía? Ahora: primero dime, ¿hay más o menos de 10 millones? — Después de pensar en 10M, tu respuesta será diferente que si te hubiera dicho 100M primero. El número arbitrario te ancló.	Quantas pessoas há na Turquia? Agora: antes, me diga — há mais ou menos de 10 milhões? — Depois de pensar em 10M, sua resposta será diferente do que se eu tivesse dito 100M primeiro. O número arbitrário te ancorou.
sesgo.anclaje.example.0.label	sesgo	Negociación	Negociação
sesgo.anclaje.example.0.text	sesgo	En una negociación salarial, quien pone el primer número sobre la mesa ancla toda la discusión. El que responde siempre ajusta desde ese punto, no desde su valor real.	Em uma negociação salarial, quem coloca o primeiro número na mesa ancora toda a discussão. Quem responde sempre ajusta a partir desse ponto, não a partir do seu valor real.
sesgo.anclaje.example.1.label	sesgo	Inversión	Investimento
sesgo.anclaje.example.1.text	sesgo	Una acción que compraste a $200 y ahora vale $80. Tu ancla es $200 y percibes $80 como "barata", aunque $80 pueda ser todavía cara según los fundamentals actuales.	Uma ação que você comprou a R$ 200 e agora vale R$ 80. Sua âncora é R$ 200 e você percebe R$ 80 como "barata", embora R$ 80 ainda possa ser cara com base nos fundamentals atuais.
sesgo.anclaje.example.2.label	sesgo	Precios	Preços
sesgo.anclaje.example.2.text	sesgo	En un restaurante, el vino más caro del menú existe para hacer que el segundo más caro parezca razonable — el precio alto ancla la percepción de valor.	Em um restaurante, o vinho mais caro do cardápio existe para fazer o segundo mais caro parecer razoável — o preço alto ancora a percepção de valor.
sesgo.anclaje.antidote.0	sesgo	Define tu estimación ANTES de ver cualquier precio o número de referencia.	Defina sua estimativa ANTES de ver qualquer preço ou número de referência.
sesgo.anclaje.antidote.1	sesgo	Pregúntate: "¿Sería mi estimación la misma si nunca hubiera visto ese número?"	Pergunte-se: "Minha estimativa seria a mesma se eu nunca tivesse visto esse número?"
sesgo.anclaje.antidote.2	sesgo	Usa múltiples metodologías de valuación independientes antes de comparar.	Use múltiplas metodologias de valuation independentes antes de comparar.
sesgo.anclaje.antidote.3	sesgo	En negociaciones: si el otro ancla primero, señala explícitamente que el ancla es arbitraria antes de contra-proponer.	Em negociações: se o outro ancorar primeiro, aponte explicitamente que a âncora é arbitrária antes de fazer uma contraproposta.
sesgo.anclaje.question.0.situation	sesgo	Una acción que compraste a $150 ahora cotiza a $60. El analista dice que el precio justo es $55. ¿Cómo percibes $60?	Uma ação que você comprou a R$ 150 agora está cotada a R$ 60. O analista diz que o preço justo é R$ 55. Como você percebe R$ 60?
sesgo.anclaje.question.0.option.0.text	sesgo	Está barata — está muy por debajo de los $150 que pagué	Está barata — está muito abaixo dos R$ 150 que paguei
sesgo.anclaje.question.0.option.0.reveal	sesgo	Anclaje: tu precio de compra ($150) contamina tu percepción del valor actual. $60 puede ser caro si el valor es $55	Ancoragem: seu preço de compra (R$ 150) contamina sua percepção do valor atual. R$ 60 pode ser caro se o valor justo é R$ 55
sesgo.anclaje.question.0.option.1.text	sesgo	Evalúo si $60 es barata o cara basándome en el análisis actual, no en lo que pagué	Avalio se R$ 60 está barata ou cara com base na análise atual, não no que paguei
sesgo.anclaje.question.0.option.1.reveal	sesgo	Racional: el precio de compra es históricamente irrelevante para la decisión de hoy	Racional: o preço de compra é historicamente irrelevante para a decisão de hoje
sesgo.anclaje.question.1.situation	sesgo	Vas a negociar tu sueldo. ¿Cuál es tu estrategia?	Você vai negociar seu salário. Qual é a sua estratégia?
sesgo.anclaje.question.1.option.0.text	sesgo	Espero a que el empleador proponga primero — no quiero quedar mal pidiendo mucho	Espero o empregador propor primeiro — não quero passar mal pedindo muito
sesgo.anclaje.question.1.option.0.reveal	sesgo	Error: quien ancla primero tiene ventaja. El primero que menciona un número establece el punto de referencia para toda la negociación	Erro: quem ancora primeiro leva vantagem. Quem menciona um número primeiro estabelece o ponto de referência para toda a negociação
sesgo.anclaje.question.1.option.1.text	sesgo	Propongo primero un número alto pero razonable — quiero anclar yo la conversación	Proponho primeiro um número alto mas razoável — quero ancorar eu a conversa
sesgo.anclaje.question.1.option.1.reveal	sesgo	Racional: anclar primero con un número ambicioso pero creíble sesga el acuerdo final hacia tu favor	Racional: ancorar primeiro com um número ambicioso mas crível direciona o acordo final a seu favor
sesgo.anclaje.question.2.situation	sesgo	Ves un reloj de $5,000 en el aparador de una tienda de lujo. Entras a preguntar por un reloj que buscabas. Te ofrecen uno a $1,200. ¿Cómo lo percibes?	Você vê um relógio de R$ 5.000 na vitrine de uma loja de luxo. Entra para perguntar sobre um relógio que estava procurando. Oferecem um por R$ 1.200. Como você o percebe?
sesgo.anclaje.question.2.option.0.text	sesgo	Parece razonable — es mucho menos que el de $5,000 de la vitrina	Parece razoável — é muito menos que o de R$ 5.000 da vitrine
sesgo.anclaje.question.2.option.0.reveal	sesgo	Anclaje por diseño: las tiendas de lujo ponen artículos caros en la vitrina precisamente para anclar tu percepción de valor	Ancoragem por design: lojas de luxo colocam artigos caros na vitrine exatamente para ancorar sua percepção de valor
sesgo.anclaje.question.2.option.1.text	sesgo	Evalúo $1,200 como si no hubiera visto el reloj de $5,000 — ¿es ese precio justo para lo que quiero?	Avalio R$ 1.200 como se não tivesse visto o relógio de R$ 5.000 — esse preço é justo para o que eu quero?
sesgo.anclaje.question.2.option.1.reveal	sesgo	Racional: el ancla fue colocada intencionalmente para contaminar tu evaluación	Racional: a âncora foi colocada intencionalmente para contaminar sua avaliação
sesgo.anclaje.fixation.0.question	sesgo	¿Qué es el "ancla" en el sesgo de anclaje?	O que é a "âncora" no viés de ancoragem?
sesgo.anclaje.fixation.0.option.0	sesgo	El primer dato que recibimos y que influye desproporcionadamente en nuestra estimación	O primeiro dado que recebemos e que influencia desproporcionalmente nossa estimativa
sesgo.anclaje.fixation.0.option.1	sesgo	El precio final que pagamos por un producto	O preço final que pagamos por um produto
sesgo.anclaje.fixation.0.option.2	sesgo	La decisión más racional en una negociación	A decisão mais racional em uma negociação
sesgo.anclaje.fixation.1.question	sesgo	Un vendedor anuncia precio original $10,000 con 50% de descuento. ¿Cuál es el efecto del anclaje?	Um vendedor anuncia preço original R$ 10.000 com 50% de desconto. Qual é o efeito da ancoragem?
sesgo.anclaje.fixation.1.option.0	sesgo	El descuento nos hace creer que $5,000 es una ganga, aunque no sepamos si ese era el precio justo	O desconto nos faz acreditar que R$ 5.000 é uma pechincha, embora não saibamos se esse era o preço justo
sesgo.anclaje.fixation.1.option.1	sesgo	El precio de $5,000 es objetivamente barato porque bajó	O preço de R$ 5.000 é objetivamente barato porque baixou
sesgo.anclaje.fixation.1.option.2	sesgo	Solo hay anclaje si el comprador conocía el precio original antes	Só há ancoragem se o comprador conhecia o preço original antes
sesgo.anclaje.fixation.2.question	sesgo	Según Dan Ariely, ¿qué es la "coherencia arbitraria"?	Segundo Dan Ariely, o que é a "coerência arbitrária"?
sesgo.anclaje.fixation.2.option.0	sesgo	Los precios iniciales aleatorios se vuelven el estándar mental con el que comparamos todo lo demás	Os preços iniciais aleatórios se tornam o padrão mental com o qual comparamos tudo o mais
sesgo.anclaje.fixation.2.option.1	sesgo	Las personas siempre negocian de forma coherente aunque los precios sean arbitrarios	As pessoas sempre negociam de forma coerente mesmo que os preços sejam arbitrários
sesgo.anclaje.fixation.2.option.2	sesgo	El cerebro ignora los precios iniciales y decide solo con información nueva	O cérebro ignora os preços iniciais e decide apenas com informação nova
profile.PP.name	profile	Passive Preserver	Passive Preserver
profile.PP.nameEs	profile	Preservador Pasivo	Preservador Passivo
profile.PP.tagline	profile	Emocional · Pasivo — Tu prioridad es proteger lo que tienes	Emocional · Passivo — Sua prioridade é proteger o que você tem
profile.PP.description	profile	Tiendes a priorizar la seguridad y la preservación de tu patrimonio por encima del crecimiento. Tus decisiones financieras están fuertemente influenciadas por el miedo a perder. Eres cuidadoso y constante, pero corres el riesgo de que la inflación erosione tu capital al evitar el riesgo necesario.	Você tende a priorizar a segurança e a preservação do seu patrimônio acima do crescimento. Suas decisões financeiras são fortemente influenciadas pelo medo de perder. Você é cuidadoso e constante, mas corre o risco de a inflação corroer seu capital ao evitar o risco necessário.
profile.PP.bias.0.name	profile	Aversión a la pérdida	Aversão à perda
profile.PP.bias.0.desc	profile	Sientes las pérdidas con más intensidad que las ganancias equivalentes. Perder $1,000 te duele más de lo que te alegra ganar $1,000.	Você sente as perdas com mais intensidade do que os ganhos equivalentes. Perder R$ 300 dói mais do que ganhar R$ 300 alegra.
profile.PP.bias.1.name	profile	Sesgo de status quo	Viés de Status Quo
profile.PP.bias.1.desc	profile	Prefieres mantener las cosas como están, incluso cuando cambiar podría beneficiarte. "Mejor malo conocido que bueno por conocer."	Você prefere manter as coisas como estão, mesmo quando mudar poderia te beneficiar. "Antes o mal conhecido do que o bem por conhecer."
profile.PP.bias.2.name	profile	Efecto dotación	Efeito dotação
profile.PP.bias.2.desc	profile	Sobrevaloras lo que ya posees simplemente porque es tuyo, lo que te hace resistente a vender o intercambiar.	Você supervaloriza o que já possui simplesmente porque é seu, o que te torna resistente a vender ou trocar.
profile.PP.recommendation.0	profile	Entiende que la inflación es un riesgo silencioso: no invertir también es arriesgar.	Entenda que a inflação é um risco silencioso: não investir também é arriscar.
profile.PP.recommendation.1	profile	Empieza con instrumentos de bajo riesgo pero con rendimiento real (Cetesdirecto, SOFIPOS).	Comece com instrumentos de baixo risco mas com rendimento real (Cetesdirecto, SOFIPOS).
profile.PP.recommendation.2	profile	Establece reglas claras antes de invertir para que las emociones no dominen.	Estabeleça regras claras antes de investir para que as emoções não dominem.
profile.PP.recommendation.3	profile	Diversifica gradualmente — no necesitas hacer cambios drásticos, pero sí moverte.	Diversifique gradualmente — você não precisa fazer mudanças drásticas, mas precisa se movimentar.
profile.FK.name	profile	Friendly Follower	Friendly Follower
profile.FK.nameEs	profile	Seguidor Amistoso	Seguidor Amistoso
profile.FK.tagline	profile	Cognitivo · Pasivo — Buscas orientación en personas de confianza	Cognitivo · Passivo — Você busca orientação em pessoas de confiança
profile.FK.description	profile	Tiendes a buscar la opinión de otros antes de tomar decisiones financieras. No es que no pienses — valoras la validación social y el consejo de figuras de autoridad. Tu riesgo está en confiar en voces que suenan seguras pero no necesariamente tienen razón.	Você tende a buscar a opinião de outras pessoas antes de tomar decisões financeiras. Não é que você não pense — você valoriza a validação social e o conselho de figuras de autoridade. Seu risco está em confiar em vozes que soam seguras, mas que não necessariamente têm razão.
profile.FK.bias.0.name	profile	Efecto manada (Herding)	Efeito manada (Herding)
profile.FK.bias.0.desc	profile	Tiendes a seguir lo que hace la mayoría. Si todos compran, compras. La multitud no siempre tiene razón.	Você tende a seguir o que a maioria faz. Se todos compram, você compra. A multidão nem sempre tem razão.
profile.FK.bias.1.name	profile	Sesgo de autoridad	Viés de Autoridade
profile.FK.bias.1.desc	profile	Das demasiado peso a la opinión de figuras que percibes como expertos, sin cuestionar si realmente lo son.	Você dá peso excessivo à opinião de figuras que percebe como especialistas, sem questionar se realmente o são.
profile.FK.bias.2.name	profile	Sesgo de disponibilidad	Viés de disponibilidade
profile.FK.bias.2.desc	profile	Das más importancia a la información más reciente y visible. Si el mercado subió esta semana, crees que seguirá subiendo.	Você dá mais importância à informação mais recente e visível. Se o mercado subiu essa semana, você acredita que vai continuar subindo.
profile.FK.recommendation.0	profile	Desarrolla tu propio criterio: antes de preguntar, escribe qué harías tú y por qué.	Desenvolva seu próprio critério: antes de perguntar para alguém, escreva o que você faria e por quê.
profile.FK.recommendation.1	profile	Cuestiona las fuentes: ¿esa persona realmente sabe, o solo suena segura?	Questione as fontes: essa pessoa realmente sabe, ou apenas parece segura?
profile.FK.recommendation.2	profile	Diversifica tus fuentes de información — no dependas de una sola persona.	Diversifique suas fontes de informação — não dependa de uma única pessoa.
profile.FK.recommendation.3	profile	Practica tomando decisiones pequeñas por tu cuenta para construir confianza.	Pratique tomar decisões pequenas por conta própria para construir confiança.
profile.II.name	profile	Independent Individualist	Independent Individualist
profile.II.nameEs	profile	Individualista Independiente	Individualista Independente
profile.II.tagline	profile	Cognitivo · Activo — Analizas, investigas y decides por tu cuenta	Cognitivo · Ativo — Você analisa, pesquisa e decide por conta própria
profile.II.description	profile	Eres analítico y autosuficiente. Investigas antes de decidir y confías en tu propio juicio. Tu riesgo está en creer que siempre tienes la razón y que tu análisis es mejor de lo que es en realidad.	Você é analítico e autossuficiente. Pesquisa antes de decidir e confia no próprio julgamento. Seu risco está em acreditar que sempre tem razão e que sua análise é melhor do que realmente é.
profile.II.bias.0.name	profile	Exceso de confianza	Excesso de Confiança
profile.II.bias.0.desc	profile	Sobreestimas tu capacidad para predecir resultados. Tu análisis puede ser sólido pero no infalible.	Você superestima sua capacidade de prever resultados. Sua análise pode ser sólida, mas não é infalível.
profile.II.bias.1.name	profile	Sesgo de confirmación	Viés de Confirmação
profile.II.bias.1.desc	profile	Buscas información que confirme lo que ya crees e ignoras la que lo contradice. Tu "investigación" puede ser selectiva.	Você busca informações que confirmam o que já acredita e ignora as que contradizem. Sua "pesquisa" pode ser seletiva.
profile.II.bias.2.name	profile	Ilusión de control	Ilusão de controle
profile.II.bias.2.desc	profile	Crees que puedes controlar o influir en resultados que en realidad son inciertos o aleatorios.	Você acredita que pode controlar ou influenciar resultados que, na realidade, são incertos ou aleatórios.
profile.II.recommendation.0	profile	Busca activamente opiniones contrarias a las tuyas — si solo lees lo que confirma tu tesis, no estás investigando.	Busque ativamente opiniões contrárias às suas — se você só lê o que confirma sua tese, não está pesquisando de verdade.
profile.II.recommendation.1	profile	Acepta que el mercado puede ser irracional más tiempo del que tú puedes ser solvente.	Aceite que o mercado pode ser irracional por mais tempo do que você consegue se manter solvente.
profile.II.recommendation.2	profile	Lleva un registro de tus predicciones para medir tu precisión real, no la percibida.	Mantenha um registro das suas previsões para medir sua precisão real, não a percebida.
profile.II.recommendation.3	profile	Considera que pedir consejo no es debilidad — incluso los mejores analistas tienen puntos ciegos.	Considere que pedir conselho não é fraqueza — até os melhores analistas têm pontos cegos.
profile.AA.name	profile	Active Accumulator	Active Accumulator
profile.AA.nameEs	profile	Acumulador Activo	Acumulador Ativo
profile.AA.tagline	profile	Emocional · Activo — Actúas rápido y buscas crecimiento	Emocional · Ativo — Você age rápido e busca crescimento
profile.AA.description	profile	Eres decidido, arriesgado y orientado a la acción. Te gusta tomar el control y no te da miedo apostar. Tu riesgo es confundir actividad con progreso — más operaciones no siempre significan mejores resultados.	Você é decidido, arrojado e orientado à ação. Gosta de assumir o controle e não tem medo de arriscar. Seu risco é confundir atividade com progresso — mais operações nem sempre significam melhores resultados.
profile.AA.bias.0.name	profile	Exceso de confianza	Excesso de Confiança
profile.AA.bias.0.desc	profile	Tu seguridad al actuar puede hacerte subestimar los riesgos reales.	Sua segurança ao agir pode fazer você subestimar os riscos reais.
profile.AA.bias.1.name	profile	Ilusión de control	Ilusão de controle
profile.AA.bias.1.desc	profile	Crees que al estar activo y tomar decisiones, controlas el resultado. El azar juega un papel mayor de lo que percibes.	Você acredita que, ao estar ativo e tomar decisões, controla o resultado. O acaso desempenha um papel maior do que você percebe.
profile.AA.bias.2.name	profile	Sesgo de acción	Viés de ação
profile.AA.bias.2.desc	profile	Prefieres hacer algo — lo que sea — antes que no hacer nada. A veces la mejor decisión es esperar.	Você prefere fazer algo — qualquer coisa — a não fazer nada. Às vezes a melhor decisão é esperar.
profile.AA.recommendation.0	profile	Implementa reglas de stop-loss y toma de ganancias ANTES de invertir, no en el momento.	Implemente regras de stop-loss e realização de ganhos ANTES de investir, não no momento.
profile.AA.recommendation.1	profile	No confundas actividad con productividad — a veces la mejor inversión es no hacer nada.	Não confunda atividade com produtividade — às vezes o melhor investimento é não fazer nada.
profile.AA.recommendation.2	profile	Antes de actuar por impulso, espera 24 horas. Si mañana sigue pareciendo buena idea, adelante.	Antes de agir por impulso, espere 24 horas. Se amanhã ainda parecer uma boa ideia, vá em frente.
profile.AA.recommendation.3	profile	Calcula cuánto te han costado tus decisiones impulsivas — el dato te puede sorprender.	Calcule quanto suas decisões impulsivas já custaram — o número pode te surpreender.
report.mecanismo.dolor.name	report	Aversión al Dolor	Aversão à Dor
report.mecanismo.dolor.phrase	report	El cerebro evita registrar pérdidas	O cérebro evita registrar perdas
report.mecanismo.dolor.desc	report	El cerebro siente el dolor de perder aproximadamente el doble que el placer de ganar (Kahneman & Tversky). Para evitar ese dolor, distorsiona la realidad — aplaza decisiones, inventa justificaciones, se aferra al pasado.	O cérebro sente a dor de perder aproximadamente o dobro do prazer de ganhar (Kahneman & Tversky). Para evitar essa dor, distorce a realidade — adia decisões, inventa justificativas, apega-se ao passado.
report.mecanismo.dolor.relation	report	Los sesgos de este mecanismo te hacen mantener inversiones perdedoras "para no realizar la pérdida", valorar de más lo que ya posees, y seguir metiendo dinero en decisiones fallidas por el costo hundido.	Os vieses deste mecanismo fazem você manter investimentos perdedores "para não realizar a perda", supervalorizar o que já possui e continuar colocando dinheiro em decisões fracassadas pelo custo afundado.
report.mecanismo.ego.name	report	Protección del Ego	Proteção do Ego
report.mecanismo.ego.phrase	report	El cerebro distorsiona hechos para preservar la autoimagen	O cérebro distorce fatos para preservar a autoimagem
report.mecanismo.ego.desc	report	Tenemos una necesidad profunda de mantener una autoimagen positiva y coherente. Cuando la realidad amenaza esa imagen, el cerebro prefiere distorsionar los hechos antes que revisar la creencia sobre sí mismo.	Temos uma necessidade profunda de manter uma autoimagem positiva e coerente. Quando a realidade ameaça essa imagem, o cérebro prefere distorcer os fatos a revisar a crença que tem sobre si mesmo.
report.mecanismo.ego.relation	report	Los sesgos de este mecanismo te hacen ver solo la información que confirma tu tesis, atribuir tus éxitos a tu habilidad y los fracasos al mercado, y sobreestimar sistemáticamente tu precisión al predecir.	Os vieses deste mecanismo fazem você enxergar apenas as informações que confirmam sua tese, atribuir seus sucessos à sua habilidade e os fracassos ao mercado, e superestimar sistematicamente sua precisão ao fazer previsões.
report.mecanismo.econ.name	report	Economía Cognitiva	Economia Cognitiva
report.mecanismo.econ.phrase	report	El cerebro sustituye preguntas difíciles por atajos	O cérebro substitui perguntas difíceis por atalhos
report.mecanismo.econ.desc	report	El cerebro es perezoso por diseño — pensar quema energía. Para ahorrarla, sustituye preguntas difíciles ("¿cuál es el valor intrínseco?") por atajos fáciles ("¿cómo se ve?"). El problema es que no avisa cuando lo está haciendo.	O cérebro é preguiçoso por design — pensar consome energia. Para economizá-la, substitui perguntas difíceis ("qual é o valor intrínseco?") por atalhos fáceis ("como isso parece?"). O problema é que ele não avisa quando está fazendo isso.
report.mecanismo.econ.relation	report	Los sesgos de este mecanismo te hacen anclarte en el primer número que viste, tratar el dinero de modo diferente según su origen, y juzgar probabilidades por la facilidad con que recuerdas ejemplos.	Os vieses deste mecanismo fazem você se ancorar no primeiro número que viu, tratar o dinheiro de forma diferente conforme sua origem e julgar probabilidades pela facilidade com que se lembra de exemplos.
report.mecanismo.grupo.name	report	Necesidad de Pertenencia	Necessidade de Pertencimento
report.mecanismo.grupo.phrase	report	El cerebro terceriza decisiones al grupo	O cérebro terceiriza decisões para o grupo
report.mecanismo.grupo.desc	report	El aislamiento fue históricamente peligroso; por eso desarrollamos un instinto potente de alinearnos con el consenso, especialmente bajo incertidumbre. El cerebro trata al grupo como proxy de la verdad.	O isolamento foi historicamente perigoso; por isso desenvolvemos um instinto poderoso de nos alinhar ao consenso, especialmente diante da incerteza. O cérebro trata o grupo como referência de verdade.
report.mecanismo.grupo.relation	report	Los sesgos de este mecanismo te hacen entrar a inversiones porque "todos están entrando", obedecer a figuras de autoridad sin cuestionar, y generalizar una buena impresión a toda una empresa o persona.	Os vieses deste mecanismo fazem você entrar em investimentos porque "todo mundo está entrando", obedecer a figuras de autoridade sem questionar e generalizar uma boa impressão a toda uma empresa ou pessoa.
report.mecanismo.tiempo.name	report	Presente vs. Futuro	Presente vs. Futuro
report.mecanismo.tiempo.phrase	report	El cerebro sobrevalora el ahora	O cérebro supervaloriza o agora
report.mecanismo.tiempo.desc	report	El cerebro tiene dificultad genuina para imaginar al yo futuro como una persona real. Esta asimetría nos empuja a sacrificar sistemáticamente el futuro por el presente — no por falta de información, sino por una limitación cognitiva.	O cérebro tem dificuldade genuína de imaginar o eu futuro como uma pessoa real. Essa assimetria nos empurra a sacrificar sistematicamente o futuro pelo presente — não por falta de informação, mas por uma limitação cognitiva.
report.mecanismo.tiempo.relation	report	Los sesgos de este mecanismo te hacen mantener el status quo por inercia, fallar en el ahorro de largo plazo por gastar hoy, y postergar decisiones importantes cuando requieren esfuerzo presente.	Os vieses deste mecanismo fazem você manter o status quo por inércia, falhar na poupança de longo prazo por gastar hoje e postergar decisões importantes quando exigem esforço no presente.
report.antidoto.precom.name	report	Pre-compromiso	Pré-compromisso
report.antidoto.precom.what	report	Tomar la decisión en frío, por escrito y por adelantado — antes de que aparezca la situación emocional.	Tomar a decisão em estado frio, por escrito e com antecedência — antes que a situação emocional apareça.
report.antidoto.precom.how	report	Define hoy reglas claras: "Si el mercado cae X%, rebalanceo. Si tengo sobrante a fin de mes, va automático a mi fondo indexado." Automatiza donde puedas (transferencias programadas) para que tu yo futuro no tenga que decidir en el momento.	Defina hoje regras claras: "Se o mercado cair X%, rebalanceio. Se sobrar dinheiro no fim do mês, vai automaticamente para o meu fundo indexado." Automatize onde puder (transferências programadas) para que o seu eu futuro não precise decidir no momento.
report.antidoto.diario.name	report	Diario de Decisiones	Diário de Decisões
report.antidoto.diario.what	report	Registro escrito de cada decisión de inversión: tesis, razones, resultado esperado, fecha — para poder revisar después si hubo habilidad o suerte.	Registro escrito de cada decisão de investimento: tese, razões, resultado esperado, data — para poder revisar depois se houve habilidade ou sorte.
